TSTEP,Rh_litter,Rh_soil,Rh_total,C_litter,C_soil,C_total
828,1.8430679,1.4627657,3.3058336,4.5043755,21.34386,25.848236
829,1.6057632,1.4117379,3.017501,4.5026207,21.344131,25.846752
830,1.7044972,1.4411663,3.1456635,4.500662,21.344477,25.845139
831,1.8921922,1.6143433,3.5065355,4.498316,21.34485,25.843166
832,1.9894013,1.7585711,3.7479725,4.4957676,21.345182,25.84095
833,2.08494,1.8028184,3.8877583,4.493021,21.345575,25.838596
834,2.576414,2.0852094,4.6616235,4.489256,21.34621,25.835466
835,3.086463,2.3827815,5.4692445,4.484434,21.347095,25.83153
836,3.2929895,2.6168745,5.909864,4.4791794,21.347973,25.827152
837,3.2813058,2.747685,6.0289907,4.473936,21.348719,25.822655
838,3.1482682,2.7924838,5.940752,4.4689636,21.349283,25.818247
839,2.2828736,2.3929434,4.675817,4.4657784,21.349325,25.815104
840,1.4283745,1.7759337,3.2043083,4.4643593,21.349072,25.81343
841,1.2128543,1.4754113,2.6882656,4.4633884,21.348888,25.812277
842,1.1894863,1.3557642,2.5452504,4.4624615,21.348804,25.811266
843,1.3719258,1.4269123,2.7988381,4.4611588,21.348846,25.810005
844,1.2827069,1.4639872,2.746694,4.460043,21.348755,25.808798
845,1.2475934,1.3759315,2.623525,4.4590034,21.348715,25.807718
846,1.3873146,1.4335601,2.8208747,4.457672,21.348772,25.806444
847,1.6552804,1.6377358,3.2930162,4.4557896,21.348913,25.804703
848,1.3379292,1.5307565,2.8686857,4.454571,21.34882,25.80339
849,1.3128546,1.4228112,2.7356658,4.4534054,21.348808,25.802214
850,1.4630426,1.5090569,2.9720995,4.451929,21.348877,25.800806
851,1.6958715,1.6915866,3.387458,4.449976,21.349014,25.79899
852,1.4273497,1.6209737,3.0483234,4.4485855,21.348932,25.797518
853,1.4056791,1.5338882,2.9395673,4.447241,21.348917,25.796158
854,1.5689454,1.7436154,3.3125608,4.4455624,21.34887,25.794432
855,1.716366,1.9679773,3.6843433,4.4435844,21.348759,25.792343
856,2.3630142,2.1958032,4.5588174,4.440254,21.34913,25.789385
857,1.9962938,2.1052854,4.101579,4.4376965,21.349195,25.786892
858,2.0328882,2.1363652,4.1692533,4.4350643,21.349272,25.784336
859,1.8877552,2.091128,3.9788833,4.4327354,21.34924,25.781975
860,1.5594096,1.8936286,3.4530382,4.431101,21.349045,25.780146
861,1.7319806,1.9737113,3.7056918,4.4291058,21.348965,25.77807
862,1.9784257,2.1510842,4.12951,4.426594,21.34898,25.775574
863,1.3205425,1.7152091,3.0357516,4.425461,21.34871,25.77417
864,1.4947513,1.6917685,3.1865199,4.4239635,21.348656,25.77262
865,1.6484907,1.8923855,3.5408762,4.4221478,21.348574,25.770721
866,1.885026,2.0476239,3.9326499,4.41984,21.348598,25.768438
867,1.2043556,1.6255254,2.829881,4.418968,21.348297,25.767265
868,1.1466631,1.4794725,2.6261356,4.4182205,21.348078,25.766298
869,1.1115766,1.4231589,2.5347354,4.417551,21.347878,25.765429
870,1.136466,1.3911991,2.5276651,4.41683,21.347738,25.764568
871,1.313291,1.5447539,2.8580449,4.415741,21.347643,25.763384
872,1.4468862,1.80887,3.2557561,4.414379,21.34743,25.761808
873,1.652848,2.0129938,3.6658418,4.41259,21.347242,25.759832
874,1.5117722,1.9839659,3.495738,4.4111023,21.34693,25.758032
875,1.9901197,2.0495427,4.0396624,4.4086037,21.347088,25.755692
876,2.019302,2.1216068,4.1409087,4.406048,21.347212,25.75326
877,2.0951912,2.2433398,4.338531,4.4033375,21.3473,25.750637
878,2.275877,2.4586396,4.7345166,4.4002457,21.347382,25.747627
879,2.3523595,2.594487,4.9468465,4.3969955,21.347416,25.744411
880,2.2739398,2.6851957,4.9591355,4.3939133,21.347277,25.74119
881,2.3976047,2.7214296,5.1190343,4.3905697,21.347248,25.737818
882,1.8597131,2.6867275,4.5464406,4.38838,21.346647,25.735027
883,1.3018775,2.3767397,3.6786172,4.3873844,21.345728,25.733112
884,1.8022449,2.4329598,4.2352047,4.3853264,21.345324,25.73065
885,2.6334748,2.8684564,5.501931,4.3814945,21.345432,25.726927
886,2.137282,2.7623992,4.899681,4.378725,21.345089,25.723814
887,2.0698202,2.5471637,4.616984,4.376091,21.34489,25.720982
888,1.8958099,2.6798685,4.5756783,4.3738384,21.344362,25.7182
889,1.70244,2.8827183,4.5851583,4.3720093,21.343409,25.715418
890,1.4881966,3.1491034,4.6373,4.3706474,21.341946,25.712593
891,2.1833348,3.0922532,5.275588,4.367794,21.341341,25.709135
892,2.4914238,2.8418534,5.333277,4.364277,21.341352,25.70563
893,2.2658565,2.698692,4.9645486,4.361246,21.341253,25.7025
894,1.7605677,2.5190554,4.279623,4.3593025,21.340755,25.700058
895,1.814163,2.5618598,4.376023,4.357237,21.34028,25.697517
896,1.7106292,2.4431045,4.1537337,4.355398,21.339808,25.695206
897,1.7401698,2.4106214,4.150791,4.3535004,21.339403,25.692904
898,1.720756,2.4369326,4.1576886,4.35165,21.338953,25.690603
899,2.0643506,2.5915585,4.655909,4.349058,21.338753,25.68781
900,2.2301462,2.9152215,5.1453676,4.346117,21.338425,25.684542
901,1.6275432,3.2114637,4.839007,4.344486,21.3371,25.681585
902,2.0660686,3.142796,5.2088647,4.3419075,21.336359,25.678267
903,2.518757,2.9644988,5.483256,4.3383446,21.336336,25.67468
904,2.3326108,2.875477,5.208088,4.335186,21.336191,25.671377
905,2.4461849,2.6971915,5.1433764,4.3317776,21.336369,25.668146
906,2.343263,2.8017213,5.1449842,4.328594,21.336327,25.66492
907,2.3952894,3.2829518,5.6782413,4.3253,21.335869,25.66117
908,2.2368333,3.2120497,5.448883,4.3223457,21.335302,25.657648
909,2.0798109,3.175698,5.255509,4.3197365,21.334589,25.654325
910,1.9362209,3.4290326,5.3652534,4.3174458,21.333456,25.650902
911,1.6315215,3.6092517,5.240773,4.3158283,21.331781,25.64761
912,2.2457407,3.7660916,6.011832,4.3128624,21.330688,25.64355
913,2.339183,3.9198992,6.2590823,4.3096924,21.32956,25.639252
914,2.3203828,3.9164932,6.236876,4.3065605,21.32842,25.634981
915,2.2436032,3.4873533,5.7309566,4.3035965,21.327625,25.631222
916,2.006971,3.1914573,5.198428,4.301153,21.326849,25.628002
917,1.6554189,3.1939735,4.8493924,4.299492,21.325647,25.62514
918,1.0432041,3.319351,4.362555,4.2991867,21.323582,25.622768
919,1.7153802,3.2995157,5.014896,4.2974033,21.32235,25.619753
920,1.9992247,2.8481522,4.847377,4.2949905,21.321918,25.616909
921,1.6367283,2.6762085,4.312937,4.2933826,21.321222,25.614605
922,1.811518,2.7693326,4.5808506,4.2913895,21.32065,25.61204
923,1.8666153,2.9054923,4.7721076,4.28928,21.320011,25.609291
924,1.9323721,3.047699,4.980071,4.2870255,21.319313,25.606339
925,2.1035159,3.1611526,5.2646685,4.2843914,21.318716,25.603107
926,2.0464911,3.2292194,5.2757106,4.281885,21.317986,25.59987
927,2.0829291,3.2562218,5.339151,4.279295,21.31728,25.596575
928,2.123169,3.4359245,5.5590935,4.276615,21.316448,25.593063
929,1.9595897,2.6770484,4.636638,4.2742977,21.31618,25.590477
930,2.0676608,2.3307705,4.3984313,4.271734,21.316397,25.58813
931,2.0294569,2.620567,4.650024,4.2692566,21.316282,25.585539
932,2.2546513,2.9651978,5.219849,4.2662735,21.316107,25.58238
933,2.0550392,2.7623208,4.81736,4.263735,21.315895,25.57963
934,1.6868253,2.4702287,4.157054,4.26202,21.315521,25.577541
935,1.5826874,2.533805,4.1164923,4.260544,21.314955,25.575499
936,1.6583045,2.3765361,4.0348406,4.258896,21.314644,25.57354
937,1.8289043,1.7949549,3.6238592,4.2568607,21.315132,25.571993
938,1.8922594,1.687752,3.5800114,4.2547226,21.31581,25.570532
939,1.9672228,1.3903922,3.357615,4.2524147,21.316885,25.5693
940,1.906703,1.4088545,3.3155575,4.250244,21.31787,25.568113
941,1.7897457,1.4921025,3.2818482,4.248337,21.31863,25.566967
942,1.894835,1.5862925,3.4811275,4.2461967,21.319431,25.565628
943,1.9437855,1.6455568,3.5893424,4.243946,21.320242,25.564188
944,1.916058,1.6728154,3.5888734,4.2417603,21.320993,25.562754
945,1.911917,1.9321389,3.844056,4.239586,21.321486,25.561071
946,1.768179,1.9864875,3.7546666,4.2377777,21.321743,25.55952
947,1.3446671,1.6091636,2.9538307,4.2369385,21.321842,25.55878
948,1.1644185,1.6184893,2.7829077,4.236519,21.321701,25.55822
949,1.2266383,1.7475402,2.9741786,4.2359657,21.32151,25.557476
950,1.4310799,2.0072598,3.4383397,4.2349606,21.32132,25.55628
951,1.5280447,2.3239186,3.8519633,4.2337456,21.320934,25.55468
952,1.7230246,2.7782166,4.501241,4.2320957,21.320343,25.552439
953,1.8576567,3.1428936,5.0005503,4.2301445,21.319563,25.549707
954,1.8572228,3.2296188,5.0868416,4.228199,21.318697,25.546896
955,2.0176513,3.2959235,5.313575,4.225931,21.317974,25.543905
956,1.9463124,3.2870984,5.233411,4.223833,21.317171,25.541004
957,1.8681562,2.9963133,4.8644695,4.221916,21.316565,25.53848
958,1.827493,2.2145212,4.042014,4.2200947,21.316692,25.536787
959,1.7063711,2.101098,3.8074691,4.2185574,21.31678,25.535337
960,1.5577605,2.146704,3.7044644,4.217367,21.316633,25.534
961,1.5661712,2.1293736,3.6955447,4.2161674,21.316515,25.532682
962,1.4821999,2.156237,3.6384368,4.215172,21.316261,25.531433
963,1.6790044,2.5113122,4.1903167,4.2137356,21.315908,25.529644
964,1.7171154,2.76093,4.4780455,4.212227,21.315353,25.52758
965,1.5322564,2.0140958,3.5463521,4.2111435,21.315311,25.526455
966,1.3839952,1.6705691,3.0545642,4.2104053,21.315424,25.52583
967,1.438961,1.8790781,3.3180392,4.2095585,21.315395,25.524954
968,1.3794479,2.0640512,3.443499,4.2088585,21.315105,25.523964
969,1.271518,2.1416042,3.4131222,4.2084217,21.314598,25.52302
970,1.2206697,2.115815,3.3364847,4.208126,21.31405,25.522177
971,1.3055182,2.2260528,3.531571,4.207632,21.313501,25.521133
972,1.3900008,2.4561462,3.846147,4.2069645,21.312828,25.519793
973,1.3231552,2.5311556,3.8543108,4.206461,21.311995,25.518456
974,1.4543436,2.6229346,4.077278,4.205675,21.311235,25.51691
975,1.6210678,2.7504756,4.3715434,4.204521,21.310564,25.515085
976,1.7193036,2.5692196,4.288523,4.203169,21.310202,25.51337
977,1.4113336,2.494878,3.9062116,4.2025356,21.309519,25.512054
978,1.4208975,2.5299017,3.9507992,4.2018814,21.308811,25.510693
979,1.5147271,2.6172223,4.1319494,4.201029,21.308136,25.509165
980,1.6012428,2.7230065,4.3242493,4.199995,21.307467,25.507462
981,1.6948771,2.8666039,4.561481,4.198761,21.306774,25.505535
982,1.7195115,2.9813318,4.7008433,4.1974983,21.306,25.503498
983,1.3124251,2.7146916,4.027117,4.19718,21.30497,25.50215
984,1.0549915,2.245821,3.3008125,4.1974525,21.304075,25.501528
985,1.1490746,2.2333257,3.3824003,4.197527,21.303314,25.500841
986,1.2432225,2.3463426,3.589565,4.197407,21.302557,25.499964
987,1.4104707,2.1299083,3.540379,4.196924,21.302229,25.499153
988,1.4016215,1.4840747,2.8856962,4.1964817,21.302536,25.499018
989,1.3327672,1.6018226,2.9345899,4.1961994,21.302635,25.498835
990,1.231059,1.6903924,2.9214513,4.196167,21.302515,25.498682
991,1.2268059,1.7463725,2.9731784,4.196163,21.302332,25.498495
992,1.5563842,1.846924,3.4033082,4.195425,21.302467,25.497892
993,1.4195089,1.7371101,3.156619,4.195017,21.302538,25.497555
994,1.3939084,1.6914073,3.0853157,4.194683,21.302622,25.497305
995,1.1739919,1.5231447,2.6971366,4.1948643,21.302591,25.497456
996,1.0334449,1.5205607,2.5540056,4.195385,21.302382,25.497766
997,1.0620891,1.6303746,2.6924636,4.19586,21.302097,25.497957
998,1.0681592,1.7264835,2.7946427,4.1963444,21.301723,25.498068
999,1.0275385,1.1001556,2.1276941,4.1969357,21.301922,25.498857
1000,1.0696683,0.8524884,1.9221567,4.197445,21.302422,25.499866
1001,0.9575054,0.85310775,1.8106132,4.198229,21.302774,25.501003
1002,1.0817533,0.97424245,2.0559957,4.1987495,21.303162,25.501911
1003,1.2021828,1.0960727,2.2982554,4.1990204,21.303577,25.502598
1004,1.2744678,1.1658484,2.4403162,4.199152,21.304012,25.503164
1005,1.24606,1.1675903,2.4136503,4.1993656,21.304409,25.503775
1006,1.3338374,1.2072603,2.5410976,4.1994,21.304874,25.504274
1007,1.341214,2.1443694,3.4855833,4.199436,21.304409,25.503845
1008,1.0630596,2.121937,3.1849966,4.200123,21.303614,25.503736
1009,1.0255833,2.0348592,3.0604424,4.2009163,21.302856,25.503773
1010,0.81398535,1.8230939,2.6370792,4.2022038,21.302046,25.50425
1011,0.77473927,1.7742083,2.5489476,4.2036037,21.301231,25.504835
1012,0.8704207,1.8815172,2.7519379,4.2048073,21.300428,25.505236
1013,1.1450402,1.963929,3.1089692,4.2054214,21.29988,25.5053
1014,1.1712037,1.8150505,2.9862542,4.2059937,21.299511,25.505505
1015,1.1476061,1.8532755,3.0008817,4.2066402,21.299072,25.505713
1016,0.84951067,1.6040518,2.4535625,4.2079697,21.298513,25.506483
1017,0.810346,1.4771637,2.2875097,4.2094097,21.29803,25.50744
1018,0.8898736,1.5562814,2.446155,4.2106934,21.297565,25.508259
1019,0.8606701,1.5064554,2.3671255,4.212059,21.297112,25.50917
1020,0.7592344,1.3591392,2.1183736,4.2136707,21.296679,25.51035
1021,0.7949109,1.3719754,2.1668863,4.215227,21.296274,25.511501
1022,0.82000303,1.3686233,2.1886263,4.2167454,21.2959,25.512646
1023,0.8192793,1.3622261,2.1815054,4.2182865,21.295532,25.513819
1024,0.8012152,1.3279531,2.1291683,4.2198925,21.295172,25.515064
1025,0.8947228,1.3729361,2.267659,4.2589893,21.294855,25.553844
1026,0.80240667,1.16702,1.9694266,4.294327,21.2946,25.588926
1027,0.90049124,1.137893,2.0383842,4.3258934,21.294458,25.620352
1028,1.2513994,1.3031946,2.554594,4.3535213,21.294514,25.648035
1029,1.3969991,1.387114,2.7841132,4.3779736,21.294622,25.672596
1030,1.3071274,1.2999176,2.607045,4.40003,21.294703,25.694733
1031,1.0833741,1.1164705,2.1998446,4.420227,21.294714,25.714941
1032,1.0425628,1.028597,2.0711598,4.4384212,21.294762,25.733183
1033,1.1071551,0.9909211,2.098076,4.454588,21.294909,25.749496
1034,1.1693594,1.0225141,2.1918736,4.4689503,21.29508,25.76403
1035,1.1114669,0.96260554,2.0740724,4.4819164,21.295246,25.777163
1036,1.2087748,0.9817135,2.1904883,4.493328,21.29549,25.788818
1037,1.2377069,0.99100536,2.2287123,4.5034657,21.295748,25.799213
1038,1.3491002,1.0347315,2.3838317,4.5122833,21.296072,25.808355
1039,1.4123771,1.0691309,2.481508,4.519993,21.296421,25.816414
1040,1.3357192,1.0318135,2.3675327,4.5269737,21.296726,25.8237
1041,1.5392573,1.0623429,2.6016002,4.5327396,21.297207,25.829947
1042,1.8327634,1.2355251,3.0682886,4.5372086,21.297808,25.835016
1043,2.2499413,1.4401177,3.6900592,4.540201,21.298624,25.838825
1044,2.7768703,1.7283411,4.5052114,4.541559,21.299679,25.841238
1045,1.860966,1.4031346,3.2641006,4.544241,21.30013,25.844372
1046,1.7283627,1.2874764,3.015839,4.5467186,21.300566,25.847284
1047,1.7315869,1.2406907,2.9722776,4.548773,21.30105,25.849823
1048,1.8013412,1.296744,3.0980852,4.550316,21.301548,25.851864
1049,1.4426826,1.1314565,2.574139,4.5522404,21.301851,25.854092
1050,1.3597164,1.0537789,2.4134953,4.5540276,21.302147,25.856174
1051,1.2669173,0.98145664,2.248374,4.555725,21.302423,25.858149
1052,1.2298628,0.93475425,2.164617,4.557255,21.302711,25.859966
1053,1.5680101,1.0747356,2.6427457,4.55789,21.303198,25.861088
1054,1.5340159,1.0956082,2.6296241,4.558399,21.303629,25.862028
1055,1.6882651,1.1790297,2.8672948,4.558422,21.30413,25.862553
1056,1.2502494,0.9781847,2.228434,4.592695,21.304388,25.897083
1057,1.4229021,0.98615336,2.4090555,4.591421,21.304804,25.896225
1058,1.3663716,0.97971505,2.3460867,4.5902576,21.305172,25.89543
1059,1.3264298,0.95642215,2.282852,4.5891743,21.305523,25.894697
1060,1.1436067,0.88990426,2.033511,4.5884533,21.30576,25.894213
1061,0.9201373,0.75461495,1.6747522,4.5881786,21.30591,25.894089
1062,1.0559528,0.7758009,1.8317537,4.587631,21.306175,25.893806
1063,1.3571451,0.9186513,2.2757964,4.586481,21.306599,25.89308
1064,0.960896,0.7719506,1.7328466,4.5861225,21.306774,25.892897
1065,0.9734699,0.73221356,1.7056835,4.585737,21.307003,25.89274
1066,0.7007784,0.6168086,1.317587,4.5858974,21.307076,25.892973
1067,0.6740032,0.5490474,1.2230506,4.586109,21.30719,25.8933
1068,0.75516385,0.5786143,1.3337781,4.586157,21.307358,25.893515
1069,0.87733984,0.6423069,1.5196468,4.5859604,21.307583,25.893543
1070,0.8626395,0.6378159,1.5004554,4.5857964,21.307796,25.893593
1071,1.0477178,0.724418,1.7721359,4.5852585,21.308111,25.89337
1072,0.7351982,0.5984085,1.3336067,4.585346,21.308237,25.893583
1073,0.80554736,0.59329796,1.3988453,4.585293,21.308441,25.893734
1074,0.82899004,0.6143978,1.4433879,4.5851917,21.308647,25.893839
1075,1.0701289,0.70608157,1.7762105,4.58461,21.309002,25.893612
1076,1.0570304,0.73738587,1.7944163,4.584053,21.309313,25.893366
1077,1.1841842,0.8001648,1.984349,4.5832405,21.309689,25.89293
1078,1.1650102,0.8138825,1.9788927,4.582468,21.31003,25.892498
1079,1.0925975,0.8032222,1.8958197,4.5818405,21.31031,25.89215
1080,0.8248101,0.65889615,1.4837062,4.581745,21.310469,25.892214
1081,0.80763084,0.6194084,1.4270393,4.581684,21.31065,25.892334
1082,1.0914949,0.7358246,1.8273195,4.5810566,21.310999,25.892056
1083,1.5372181,0.9586842,2.4959023,4.5795364,21.311571,25.891108
1084,1.1629405,0.856174,2.0191145,4.578764,21.31187,25.890635
1085,1.1852856,0.8404627,2.0257483,4.5779476,21.312208,25.890156
1086,1.0695037,0.8090154,1.878519,4.577362,21.312462,25.889824
1087,0.9771357,0.75074846,1.7278842,4.5769634,21.312681,25.889645
1088,0.9665317,0.7417851,1.7083168,4.576582,21.3129,25.889482
1089,0.9414491,0.74488956,1.6863387,4.576252,21.313091,25.889343
1090,0.921986,0.73999476,1.6619807,4.57596,21.313267,25.889227
1091,0.8893525,0.7201231,1.6094756,4.575733,21.31343,25.889164
1092,1.0607293,0.7748237,1.835553,4.575165,21.313711,25.888876
1093,0.91690356,0.7284228,1.6453264,4.5748806,21.313896,25.888777
1094,1.435565,0.92113644,2.3567014,4.573557,21.31441,25.887966
1095,1.1890178,0.89071894,2.0797367,4.572729,21.314703,25.887432
1096,0.9492855,0.76431084,1.7135963,4.57238,21.314884,25.887264
1097,0.98426366,0.76161754,1.7458812,4.5719604,21.315104,25.887064
1098,0.9953478,0.7744139,1.7697617,4.57152,21.315321,25.88684
1099,0.91595215,0.75344306,1.6693952,4.5712357,21.315481,25.886717
1100,0.8931358,0.7389214,1.6320572,4.570997,21.315632,25.88663
1101,0.8245645,0.71278125,1.5373458,4.5709,21.315739,25.886639
1102,1.0488987,0.7691723,1.818071,4.5703487,21.316017,25.886366
1103,1.1400833,0.8199321,1.9600154,4.5696125,21.316338,25.88595
1104,0.9930424,0.7822619,1.7753043,4.569172,21.316547,25.88572
1105,0.7288815,0.6338235,1.362705,4.5692616,21.31664,25.885902
1106,0.74209356,0.6090671,1.3511606,4.5693226,21.316772,25.886095
1107,0.7319926,0.59676945,1.328762,4.5694065,21.316906,25.886312
1108,0.66867423,0.5594847,1.228159,4.5696163,21.317013,25.88663
1109,0.6521236,0.5437888,1.1959124,4.5698566,21.31712,25.886976
1110,0.6273921,0.5209603,1.1483524,4.5701466,21.317226,25.887373
1111,0.64025444,0.5274227,1.1676772,4.5704117,21.317337,25.887749
1112,0.51518285,0.44523516,0.960418,4.5709267,21.317406,25.888332
1113,0.6039325,0.48311356,1.087046,4.5712643,21.317526,25.88879
1114,0.61842823,0.50127816,1.1197064,4.5715714,21.317642,25.889214
1115,0.5462097,0.459304,1.0055137,4.5720253,21.317728,25.889753
1116,0.51327175,0.43673652,0.9500083,4.572542,21.317804,25.890347
1117,0.4549352,0.3983513,0.8532865,4.5731773,21.31786,25.891037
1118,0.49049145,0.40101165,0.8915031,4.573742,21.317947,25.89169
1119,0.6062286,0.45619223,1.0624208,4.574072,21.318098,25.89217
1120,0.6745048,0.5046986,1.1792034,4.5742664,21.318268,25.892534
1121,0.4975044,0.44759536,0.9450998,4.5748158,21.318316,25.893131
1122,0.5648804,0.43724334,1.0021237,4.5752296,21.318443,25.893673
1123,0.7567382,0.52801394,1.2847521,4.5752583,21.318672,25.89393
1124,0.7575374,0.54958385,1.3071213,4.575285,21.318882,25.894167
1125,0.77826214,0.5606227,1.3388848,4.5752716,21.3191,25.894371
1126,1.0089462,0.6816801,1.6906263,4.574793,21.31943,25.894222
1127,1.0820246,0.7329733,1.8149978,4.574171,21.31978,25.893951
1128,1.0201726,0.7241706,1.7443432,4.5736694,21.32008,25.89375
1129,1.2904665,0.86338115,2.1538477,4.572626,21.32051,25.893137
1130,0.80160564,0.6756018,1.4772074,4.572565,21.320637,25.893202
1131,0.70230526,0.5732412,1.2755464,4.5727024,21.320766,25.893469
1132,0.8670054,0.65212363,1.519129,4.572508,21.320984,25.893492
1133,0.69931877,0.58385193,1.2831707,4.572651,21.321098,25.89375
1134,0.7593355,0.58947706,1.3488126,4.572674,21.32127,25.893944
1135,0.7795519,0.60105926,1.3806112,4.572653,21.321451,25.894104
1136,0.6355745,0.5491223,1.1846968,4.5729237,21.321537,25.89446
1137,0.63684094,0.53281105,1.169652,4.5731907,21.321642,25.894833
1138,0.5510701,0.4783751,1.0294452,4.5736294,21.321714,25.895344
1139,0.6174293,0.4859721,1.1034014,4.5739346,21.321848,25.895782
1140,0.6389227,0.51387227,1.152795,4.574198,21.321974,25.896172
1141,0.49203217,0.43278456,0.9248167,4.5747547,21.322033,25.896788
1142,0.6014262,0.47355825,1.0749844,4.5750904,21.322163,25.897253
1143,0.757025,0.5329062,1.2899312,4.5751133,21.32239,25.897503
1144,0.83030313,0.57832736,1.4086305,4.574991,21.322645,25.897636
1145,1.0796578,0.6950024,1.7746602,4.5743656,21.323036,25.897402
1146,1.0439885,0.7159463,1.7599348,4.5738144,21.323368,25.897182
1147,1.1216414,0.7947209,1.9163623,4.573105,21.323702,25.896807
1148,1.2188728,0.8573392,2.076212,4.572201,21.32407,25.89627
1149,0.72813594,0.62317777,1.3513137,4.572283,21.324177,25.89646
1150,0.7227138,0.61147034,1.3341842,4.5723763,21.32429,25.896666
1151,0.6452687,0.5384525,1.1837212,4.5726223,21.324398,25.89702
1152,0.8165322,0.6051186,1.4216508,4.572525,21.324614,25.897139
1153,1.0146406,0.7144973,1.7291379,4.572029,21.32492,25.89695
1154,1.0171763,0.7450174,1.7621937,4.5715275,21.3252,25.896727
1155,1.1941179,0.8370682,2.031186,4.570669,21.325565,25.896235
1156,0.64004654,0.59559804,1.2356446,4.5709267,21.325611,25.896538
1157,0.8507842,0.600333,1.4511172,4.5707607,21.325867,25.896627
1158,1.1974549,0.8142056,2.0116606,4.569895,21.32626,25.896154
1159,0.8226444,0.7046693,1.5273137,4.569784,21.326382,25.896166
1160,0.7164224,0.6089173,1.3253397,4.5698853,21.326494,25.89638
1161,1.0898442,0.7377313,1.8275756,4.5692368,21.326855,25.896091
1162,1.0649569,0.8116177,1.8765746,4.568634,21.327118,25.895752
1163,0.622828,0.57122576,1.1940538,4.568926,21.327171,25.896097
1164,0.7456005,0.57590085,1.3215014,4.568968,21.327347,25.896315
1165,1.1670114,0.76904786,1.9360592,4.568159,21.327757,25.895916
1166,1.0561056,0.81860083,1.8747064,4.5675774,21.328003,25.89558
1167,0.9061751,0.7235288,1.6297039,4.567295,21.328194,25.895489
1168,1.3933274,0.8902937,2.283621,4.5660305,21.328712,25.894743
1169,1.7416972,1.0762273,2.8179245,4.564064,21.3294,25.893463
1170,2.0395465,1.2784792,3.3180258,4.561493,21.330189,25.891682
1171,1.9527754,1.3551031,3.3078785,4.559099,21.330812,25.889912
1172,1.5223249,1.1889282,2.7112532,4.5575733,21.331165,25.888739
1173,1.34168,1.0981286,2.4398086,4.55641,21.331427,25.887836
1174,1.7744138,1.2252674,2.9996812,4.554369,21.332005,25.886374
1175,1.7758974,1.3256027,3.1015,4.552326,21.332483,25.88481
1176,1.5493383,1.2050815,2.7544198,4.5507374,21.332853,25.88359
1177,1.697292,1.2539607,2.9512527,4.548851,21.333326,25.882177
1178,2.0742962,1.4375498,3.511846,4.546198,21.334003,25.880201
1179,1.899719,1.4820712,3.3817902,4.5438976,21.33446,25.878357
1180,1.6816363,1.3022261,2.9838624,4.542036,21.334873,25.87691
1181,1.9608983,1.4630703,3.4239686,4.539606,21.335415,25.875021
1182,2.0082822,1.5722946,3.5805767,4.537081,21.335896,25.872976
1183,1.1643283,1.1618795,2.3262079,4.5362644,21.335922,25.872187
1184,0.9252163,0.95868206,1.8838984,4.5359325,21.335907,25.87184
1185,1.0478203,0.91930884,1.9671291,4.535347,21.33606,25.871407
1186,1.8062491,1.2570789,3.063328,4.533224,21.336657,25.86988
1187,1.6665708,1.3543338,3.0209045,4.5313816,21.337013,25.868395
1188,1.3695133,1.2091153,2.5786285,4.5301437,21.337208,25.867352
1189,1.6299996,1.3045971,2.9345968,4.5283737,21.337578,25.865952
1190,1.0536673,1.0171134,2.0707808,4.527773,21.337643,25.865416
1191,0.91797984,0.9224732,1.840453,4.5274487,21.337662,25.86511
1192,1.1030767,0.9672753,2.070352,4.5267487,21.337828,25.864576
1193,1.2560008,1.0633328,2.3193336,4.525734,21.338057,25.86379
1194,1.4616991,1.1493922,2.6110914,4.5243015,21.338413,25.862715
1195,1.4038761,1.1999359,2.603812,4.5229855,21.33866,25.861645
1196,1.7154931,1.3172275,3.0327206,4.5210342,21.339113,25.860147
1197,1.5179814,1.3003162,2.8182976,4.5194836,21.33938,25.858864
1198,1.7456216,1.3536302,3.0992517,4.5174675,21.33983,25.857298
1199,2.6069798,1.8034534,4.4104333,4.513691,21.34073,25.854422
1200,2.7613256,2.1172078,4.8785334,4.509598,21.34148,25.851078
1201,1.5280738,1.541714,3.0697877,4.5080204,21.34152,25.84954
1202,1.6324425,1.4562333,3.0886757,4.5062256,21.34176,25.847986
1203,1.8951684,1.6098555,3.505024,4.503891,21.342123,25.846014
1204,2.0352228,1.7899449,3.8251677,4.501272,21.342451,25.843723
1205,2.0172868,1.8135602,3.830847,4.498684,21.342741,25.841425
1206,1.8233021,1.6977068,3.521009,4.4964905,21.342947,25.839437
1207,1.3174865,1.3690586,2.6865451,4.4953327,21.34295,25.838284
1208,1.4004672,1.3228285,2.7232957,4.4940014,21.343092,25.837093
1209,1.7407908,1.4956667,3.2364576,4.49197,21.34342,25.83539
1210,1.8540967,1.6613629,3.5154595,4.489706,21.3437,25.833406
1211,1.9456571,1.6853551,3.6310122,4.4872494,21.344059,25.831308
1212,2.2160559,1.8205494,4.0366054,4.484234,21.34457,25.828804
1213,2.1478696,1.9920782,4.139948,4.4813614,21.344837,25.826199
1214,1.9184299,1.9161191,3.834549,4.478958,21.344942,25.8239
1215,2.4246805,2.1884496,4.61313,4.4755116,21.345314,25.820826
1216,2.38738,2.221864,4.609244,4.4721413,21.345617,25.817759
1217,1.8269634,1.8595884,3.6865518,4.469925,21.345692,25.815617
1218,1.7511399,1.8000638,3.5512037,4.467869,21.345747,25.813616
