TSTEP,Rh_litter,Rh_soil,Rh_total,C_litter,C_soil,C_total
0,0.9701521,0.7582162,1.7283683,4.5701694,21.359884,25.930054
1,1.333419,0.9301003,2.2635193,4.5690365,21.360292,25.929329
2,1.8966357,1.2580646,3.1547003,4.5667686,21.360943,25.927711
3,2.038155,1.3996662,3.4378214,4.5642204,21.361593,25.925814
4,1.0620928,0.97679037,2.0388832,4.563635,21.361677,25.925312
5,0.96958834,0.8428206,1.8124089,4.563236,21.361803,25.92504
6,1.0407897,0.87690353,1.9176933,4.5626907,21.361969,25.92466
7,0.97566277,0.8275017,1.8031645,4.562275,21.36212,25.924395
8,1.1411095,0.9025001,2.0436096,4.5615234,21.362364,25.923887
9,1.2708762,0.99600667,2.266883,4.5605145,21.362644,25.923159
10,1.2765596,1.0247748,2.3013344,4.559492,21.362904,25.922396
11,1.102878,0.93770826,2.0405862,4.5588207,21.363071,25.921892
12,0.92544305,0.85747874,1.7829218,4.558504,21.363142,25.921646
13,0.5922899,0.6633562,1.2556461,4.558861,21.363068,25.921928
14,0.6715995,0.63975275,1.3113523,4.5590553,21.3631,25.922155
15,0.9131489,0.7475083,1.6606572,4.5587597,21.363272,25.922031
16,0.5122292,0.5371653,1.0493945,4.559273,21.363245,25.922518
17,0.4902059,0.47215757,0.9623635,4.5598297,21.363264,25.923094
18,0.64246434,0.5458556,1.1883199,4.5600777,21.363363,25.92344
19,0.7065602,0.6009479,1.3075081,4.560198,21.363474,25.923672
20,0.52370244,0.5412082,1.0649107,4.560688,21.363455,25.924143
21,0.47805098,0.4867073,0.9647583,4.561268,21.363447,25.924715
22,0.6415905,0.5368657,1.1784562,4.5615177,21.363554,25.925072
23,0.77224624,0.62370443,1.3959507,4.5615044,21.363708,25.925213
24,0.60066307,0.56077075,1.1614338,4.561838,21.363749,25.925587
25,0.6316163,0.56965524,1.2012715,4.562109,21.363813,25.925922
26,0.48992783,0.5013324,0.99126023,4.562664,21.363802,25.926466
27,0.49013162,0.4673596,0.9574912,4.563221,21.363825,25.927046
28,0.5958667,0.49868572,1.0945524,4.5635605,21.363926,25.927486
29,0.6661364,0.54431474,1.2104511,4.563759,21.364052,25.92781
30,0.8124292,0.6345972,1.4470264,4.5636654,21.364235,25.9279
31,0.7290488,0.61688596,1.3459347,4.563738,21.364351,25.92809
32,0.65216357,0.58790654,1.2400701,4.5639668,21.364418,25.928385
33,0.6574963,0.56344444,1.2209407,4.564184,21.364515,25.9287
34,0.84826386,0.65346754,1.5017314,4.5640144,21.364717,25.928732
35,0.78240556,0.6562006,1.4386061,4.563982,21.364847,25.92883
36,0.7949073,0.6611828,1.4560901,4.563921,21.364986,25.928907
37,0.86884695,0.6949616,1.5638086,4.563711,21.365168,25.928879
38,0.7338475,0.63432956,1.368177,4.563774,21.36527,25.929045
39,1.0167367,0.7366281,1.7533649,4.563265,21.36556,25.928825
40,1.1191902,0.8396116,1.9588017,4.5625515,21.36585,25.928402
41,1.1907889,0.9238552,2.114644,4.5616913,21.366129,25.92782
42,0.7498936,0.6839482,1.4338418,4.561722,21.3662,25.927921
43,0.7797463,0.66494286,1.4446892,4.5616894,21.366322,25.92801
44,1.0336292,0.8073256,1.8409548,4.561146,21.366558,25.927704
45,0.8732125,0.74860734,1.6218199,4.5609264,21.36669,25.927616
46,1.0379874,0.8130145,1.8510019,4.560375,21.366924,25.9273
47,0.8216318,0.73114336,1.5527751,4.560259,21.367022,25.92728
48,0.7957586,0.7012012,1.4969598,4.560194,21.367123,25.927317
49,0.9087296,0.7485452,1.6572748,4.5599003,21.367292,25.927193
50,0.8765719,0.7506597,1.6272316,4.5596695,21.367428,25.927097
51,0.9416725,0.77437836,1.7160509,4.559311,21.367605,25.926916
52,1.127392,0.8454241,1.9728162,4.5585747,21.3679,25.926476
53,1.4482316,1.0366141,2.4848456,4.55719,21.368334,25.925524
54,1.567451,1.1421056,2.7095566,4.555565,21.368782,25.924347
55,1.8671359,1.3175894,3.1847253,4.5533333,21.369362,25.922695
56,1.7625767,1.3287243,3.091301,4.5513134,21.369823,25.921137
57,1.9075122,1.4263897,3.333902,4.548996,21.370338,25.919334
58,1.4679509,1.2758492,2.7438002,4.5475693,21.370554,25.918123
59,1.3958839,1.1587423,2.5546262,4.5462875,21.370813,25.9171
60,1.2126809,1.1079673,2.3206482,4.545376,21.370937,25.916313
61,1.0557299,0.95901513,2.014745,4.544777,21.371052,25.915829
62,1.1421332,0.9773762,2.1195095,4.5440044,21.371237,25.915241
63,1.2819254,1.0776248,2.3595502,4.542948,21.371466,25.914413
64,1.2161976,1.0620071,2.2782047,4.5420246,21.371643,25.913668
65,1.4959314,1.1512277,2.647159,4.540533,21.372019,25.912552
66,2.2181308,1.5055094,3.7236402,4.537571,21.372787,25.910358
67,2.3165886,1.6990678,4.0156565,4.5344105,21.373465,25.907875
68,1.5762719,1.4417678,3.0180397,4.532753,21.373634,25.906387
69,1.1926332,1.1645074,2.3571405,4.5318737,21.373688,25.905561
70,1.1228945,1.088026,2.2109206,4.5311356,21.373747,25.904882
71,1.0075676,0.9563269,1.9638945,4.5306263,21.373821,25.904448
72,1.1371305,1.012598,2.1497285,4.529854,21.373976,25.90383
73,1.4076389,1.1422278,2.5498667,4.52853,21.374279,25.90281
74,1.5471498,1.3159786,2.8631284,4.526926,21.374552,25.901478
75,0.9876156,1.0421743,2.02979,4.526457,21.374521,25.900978
76,0.8760036,0.8591349,1.7351385,4.5262127,21.37456,25.900772
77,1.0665014,0.95928097,2.0257823,4.5255795,21.374697,25.900276
78,1.256911,1.0929832,2.3498943,4.524559,21.374897,25.899456
79,1.1462821,1.0902926,2.2365746,4.5237656,21.374985,25.89875
80,1.4397782,1.1788653,2.6186435,4.5223713,21.37529,25.897661
81,1.7615995,1.4031758,3.1647754,4.520319,21.375706,25.896025
82,1.8221633,1.4817953,3.3039587,4.5181446,21.376106,25.89425
83,1.9142103,1.579732,3.4939423,4.5157795,21.376507,25.892286
84,1.6227087,1.4901336,3.1128423,4.5140095,21.376694,25.890703
85,1.4173266,1.3386003,2.7559268,4.5126534,21.376822,25.889475
86,1.4593891,1.3539728,2.813362,4.5112133,21.376978,25.888191
87,1.2070596,1.2217607,2.4288204,4.5102882,21.377003,25.887291
88,1.3043162,1.2309071,2.5352232,4.509159,21.377125,25.886284
89,1.3058963,1.2232344,2.5291307,4.50803,21.377254,25.885284
90,1.4952598,1.3185396,2.8137994,4.50651,21.37749,25.883999
91,1.5521026,1.4333074,2.98541,4.5048733,21.377668,25.882542
92,1.8811078,1.6067166,3.4878244,4.5025597,21.378021,25.88058
93,1.8192657,1.6723508,3.4916165,4.500374,21.378244,25.878618
94,1.1431675,1.2406814,2.383849,4.499571,21.378191,25.877762
95,1.4915541,1.3279971,2.8195512,4.4980507,21.37842,25.87647
96,1.5755012,1.4660587,3.04156,4.496357,21.3786,25.874956
97,1.7133297,1.5858027,3.2991323,4.494381,21.378803,25.873184
98,1.0405545,1.1718566,2.2124112,4.493782,21.378717,25.8725
99,1.1111882,1.1554923,2.2666805,4.493038,21.378721,25.87176
100,1.0330296,1.1037629,2.1367924,4.4924545,21.378696,25.871151
101,1.142605,1.1581177,2.3007226,4.491644,21.378733,25.870377
102,1.1555736,1.1257699,2.2813435,4.4908066,21.378817,25.869623
103,1.5217572,1.3271478,2.848905,4.489212,21.379087,25.8683
104,2.049074,1.6799002,3.728974,4.486534,21.379564,25.866098
105,2.1216147,1.861922,3.9835367,4.4837055,21.379936,25.863642
106,1.5223784,1.6118336,3.134212,4.482111,21.379923,25.862034
107,1.2596023,1.3844087,2.644011,4.4810543,21.379862,25.860916
108,1.6225752,1.4879528,3.110528,4.479244,21.380087,25.859331
109,1.7409648,1.6469327,3.3878975,4.477192,21.380278,25.85747
110,1.8339609,1.7654363,3.5993972,4.474945,21.380451,25.855396
111,1.507378,1.611133,3.118511,4.4733715,21.380432,25.853804
112,1.2959815,1.4186665,2.714648,4.472233,21.380383,25.852615
113,1.6181294,1.5472969,3.1654263,4.4704285,21.38055,25.850979
114,1.5752411,1.6274436,3.2026846,4.4687157,21.380592,25.849308
115,1.4157256,1.5640095,2.9797351,4.4673347,21.38053,25.847864
116,1.4057025,1.5218369,2.9275393,4.4659767,21.380499,25.846476
117,1.5586499,1.5339359,3.0925858,4.464304,21.380623,25.844927
118,1.785079,1.7140274,3.4991064,4.4621696,21.38081,25.84298
119,1.6407467,1.7459468,3.3866935,4.4603405,21.380812,25.841152
120,1.3865281,1.6834003,3.0699284,4.4590435,21.380604,25.839647
121,1.8337512,1.7397559,3.573507,4.4568195,21.380825,25.837645
122,1.8281053,1.7394067,3.567512,4.4546127,21.381042,25.835655
123,2.2144752,2.0624309,4.276906,4.4516087,21.381355,25.832964
124,2.4900734,2.2923243,4.7823977,4.4480324,21.38174,25.829773
125,2.7112842,2.4081411,5.1194253,4.4440002,21.382256,25.826256
126,2.9224753,2.6374068,5.559882,4.4395256,21.382778,25.822304
127,2.916083,2.7679198,5.684003,4.435066,21.38317,25.818235
128,3.2010274,2.98983,6.1908574,4.430008,21.38366,25.813667
129,2.6186342,2.7708907,5.389525,4.4261723,21.383738,25.80991
130,2.0690248,2.30742,4.376445,4.423485,21.383686,25.80717
131,2.0796654,2.2627003,4.3423657,4.4207783,21.383694,25.804472
132,2.4837217,2.2255788,4.7093005,4.4172173,21.384195,25.801413
133,1.672698,1.8545048,3.5272028,4.415369,21.384172,25.799541
134,1.4074955,1.7505081,3.1580036,4.4140835,21.383965,25.798048
135,1.5335274,1.787178,3.3207054,4.4125385,21.38386,25.796398
136,1.8520672,2.0810025,3.9330697,4.410326,21.383816,25.794142
137,2.0574484,2.3618975,4.419346,4.407688,21.383718,25.791407
138,1.6553497,2.2033007,3.8586504,4.405903,21.383335,25.789238
139,1.6002462,2.0263941,3.6266403,4.404228,21.383074,25.787302
140,1.6636877,2.0635712,3.727259,4.40242,21.382847,25.785267
141,1.7636797,2.1343188,3.8979986,4.400402,21.382664,25.783066
142,1.6819103,2.100558,3.7824683,4.3985615,21.382425,25.780987
143,2.1087368,2.3680952,4.476832,4.395817,21.382399,25.778215
144,1.9096038,2.364095,4.273699,4.3934994,21.382156,25.775656
145,1.746321,2.3194225,4.0657434,4.391531,21.381779,25.77331
146,1.5095756,2.2943096,3.8038852,4.390074,21.38116,25.771235
147,1.2479362,2.2477531,3.4956894,4.389181,21.380295,25.769476
148,1.3154557,2.2678456,3.5833013,4.388151,21.379484,25.767635
149,1.0426247,2.291798,3.3344228,4.3877068,21.378344,25.76605
150,1.0356998,2.512372,3.5480719,4.387289,21.376972,25.764261
151,2.6130471,2.956849,5.569896,4.383518,21.376942,25.76046
152,2.507649,3.1277266,5.6353755,4.3799725,21.376627,25.7566
153,2.0627592,2.7007372,4.7634964,4.3773746,21.376244,25.753618
154,1.8379261,2.4565437,4.29447,4.3752594,21.375854,25.751114
155,1.6276021,2.255744,3.883346,4.373596,21.375433,25.74903
156,1.3569845,1.8506631,3.2076476,4.372507,21.375113,25.74762
157,1.725054,2.2038875,3.9289415,4.3706303,21.374857,25.745487
158,1.9220483,2.4857552,4.4078035,4.3683376,21.374548,25.742886
159,2.0500946,2.942473,4.9925675,4.36578,21.373926,25.739706
160,1.7353265,3.3081095,5.043436,4.363909,21.372576,25.736485
161,2.054513,3.3837304,5.4382434,4.361353,21.371521,25.732874
162,2.4642315,3.1047468,5.5689783,4.35791,21.371227,25.729137
163,2.2101665,2.8014503,5.0116167,4.355009,21.370953,25.725962
164,2.75253,3.3447933,6.0973234,4.350939,21.370766,25.721704
165,2.6890998,3.4542608,6.1433606,4.347004,21.370403,25.717407
166,2.5846002,3.4075701,5.9921703,4.343292,21.369976,25.713268
167,2.567734,3.4572341,6.024968,4.339615,21.369488,25.709103
168,1.7966061,2.903741,4.700347,4.3376064,21.368662,25.706268
169,1.8549495,2.6805925,4.535542,4.3354645,21.368134,25.703598
170,1.9098666,2.9614804,4.871347,4.333212,21.367388,25.7006
171,2.0066898,3.1525896,5.1592793,4.3307533,21.36657,25.697323
172,2.2579978,3.1705797,5.4285774,4.3277454,21.366034,25.693779
173,1.951726,3.1481242,5.09985,4.325405,21.365166,25.69057
174,1.6802485,3.2117164,4.891965,4.3236637,21.363916,25.68758
175,1.9210377,3.4052348,5.3262725,4.3214016,21.362759,25.68416
176,2.4311988,3.2155535,5.6467524,4.318022,21.362404,25.680426
177,2.3002145,3.1032841,5.4034986,4.314928,21.362015,25.676943
178,2.0440693,3.07271,5.1167793,4.312395,21.361357,25.673752
179,1.8865712,2.9676702,4.8542414,4.3102055,21.360622,25.670828
180,1.8189785,2.7462418,4.5652204,4.3081703,21.360031,25.668201
181,1.9033165,2.8741283,4.777445,4.305952,21.359419,25.66537
182,2.0338292,3.0250978,5.058927,4.3034496,21.358814,25.662264
183,1.8988926,2.9252121,4.824105,4.3012486,21.358152,25.6594
184,2.1168585,2.446796,4.5636544,4.298559,21.35824,25.6568
185,1.8953989,2.3874333,4.282832,4.296356,21.358126,25.654482
186,1.7245326,2.558344,4.2828765,4.2945366,21.357635,25.652172
187,1.6346729,2.7134602,4.348133,4.292921,21.356884,25.649805
188,1.6466811,2.6876695,4.3343506,4.2912846,21.356174,25.647459
189,1.8288889,2.8823042,4.711193,4.2892513,21.355494,25.644745
190,2.1961346,3.1864882,5.3826227,4.2864056,21.354958,25.641363
191,1.952894,3.101177,5.054071,4.2840977,21.354218,25.638315
192,1.7923691,2.922414,4.714783,4.2821484,21.353466,25.635614
193,1.8724337,3.019527,4.8919606,4.2800255,21.352716,25.632742
194,1.8514583,3.0458157,4.897274,4.2779484,21.35192,25.629868
195,1.7448916,2.5568848,4.3017764,4.276108,21.351488,25.627596
196,1.5718966,1.9501483,3.522045,4.2746487,21.351456,25.626104
197,1.7351246,2.0171325,3.752257,4.272827,21.351559,25.624386
198,1.7461779,2.226588,3.972766,4.270981,21.351469,25.62245
199,1.5751481,2.3782442,3.9533923,4.2695236,21.351017,25.62054
200,1.6622193,2.6169465,4.2791657,4.267874,21.350437,25.61831
201,1.5305381,2.5514998,4.082038,4.2665215,21.349762,25.616283
202,1.4431548,2.2939715,3.7371264,4.2653656,21.34924,25.614605
203,1.5233307,2.4365034,3.959834,4.264038,21.348673,25.61271
204,1.514391,2.5058355,4.0202265,4.2627316,21.348028,25.61076
205,1.6867383,2.6364663,4.3232045,4.2610397,21.34747,25.60851
206,1.7160044,2.7193084,4.4353127,4.259285,21.346865,25.60615
207,1.7755527,2.8221226,4.5976753,4.2574024,21.346233,25.603636
208,1.8747354,2.8068132,4.6815486,4.2552967,21.345743,25.60104
209,1.7854218,2.5509467,4.3363686,4.2534294,21.345404,25.598833
210,1.6994481,2.3444424,4.0438905,4.2517586,21.345167,25.596926
211,1.8051736,2.101775,3.9069486,4.2498493,21.345308,25.595158
212,1.750657,1.8833617,3.6340187,4.248064,21.345604,25.593668
213,1.7564169,1.8540999,3.6105168,4.2462654,21.34594,25.592205
214,1.6376855,1.9114137,3.5490992,4.2447395,21.346071,25.59081
215,1.5402757,1.9231981,3.4634738,4.243435,21.346071,25.589506
216,1.4233122,2.0764945,3.4998066,4.2424393,21.345772,25.588211
217,1.2342267,1.9079306,3.1421573,4.2418766,21.345406,25.587282
218,1.754875,2.4950097,4.2498846,4.240141,21.345104,25.585245
219,2.0292623,3.294047,5.3233094,4.237793,21.344349,25.582142
220,2.1362402,3.4613926,5.597633,4.2352066,21.343567,25.578773
221,1.9411652,3.3562138,5.297379,4.2330647,21.34265,25.575714
222,1.627893,3.0650024,4.6928954,4.231636,21.34163,25.573267
223,1.4784184,2.8032641,4.2816825,4.230589,21.340687,25.571276
224,1.5596216,2.7999184,4.35954,4.2293625,21.339851,25.569214
225,1.5430629,2.9061196,4.4491825,4.2281857,21.338888,25.567074
226,1.5491104,3.0475874,4.596698,4.227003,21.337793,25.564796
227,1.73791,3.1368802,4.87479,4.2254047,21.336847,25.562252
228,1.4132166,2.7789383,4.192155,4.2245483,21.335852,25.5604
229,1.2922459,2.563282,3.8555279,4.223976,21.334919,25.558895
230,1.3939674,2.6047132,3.9986806,4.2231827,21.334074,25.557257
231,1.2694592,2.4989233,3.7683825,4.222683,21.333178,25.55586
232,1.1674211,2.4047635,3.5721846,4.2224274,21.332245,25.554672
233,0.7211747,2.5859103,3.307085,4.223196,21.330568,25.553764
234,1.1176436,2.5361066,3.6537502,4.2230816,21.32944,25.55252
235,1.5677984,2.370181,3.9379795,4.221958,21.329042,25.551
236,1.4797857,2.4651258,3.9449115,4.2210617,21.32844,25.549501
237,1.6019423,2.7005985,4.302541,4.2199,21.327757,25.547657
238,1.6059017,2.8193803,4.425282,4.218746,21.32696,25.545706
239,1.6402483,2.90036,4.5406084,4.2175045,21.326128,25.543633
240,1.686542,2.9837427,4.6702847,4.2161713,21.325272,25.541443
241,1.677109,2.9749591,4.652068,4.2148876,21.324413,25.5393
242,1.8080239,3.1142983,4.9223223,4.213316,21.323584,25.5369
243,1.9127438,3.1157386,5.0284824,4.211523,21.322886,25.534409
244,1.9665198,2.7609973,4.727517,4.2096195,21.32261,25.53223
245,1.7753031,2.4669607,4.242264,4.2081413,21.322393,25.530535
246,1.4622886,2.4493558,3.9116445,4.2074013,21.321796,25.529198
247,1.1053238,2.1223598,3.2276835,4.2074814,21.321075,25.528557
248,1.0862584,2.0286715,3.11493,4.2076225,21.320421,25.528044
249,1.1860673,2.152253,3.3383203,4.207554,21.319769,25.527323
250,1.4022923,2.3622558,3.764548,4.206997,21.31918,25.526176
251,1.5339975,2.5988035,4.132801,4.2061577,21.31852,25.524677
252,1.7420204,2.7319567,4.473977,4.2048645,21.317987,25.522852
253,1.6594787,2.5136938,4.1731725,4.203785,21.317572,25.521357
254,1.6680574,2.1523943,3.8204517,4.2026978,21.317528,25.520226
255,1.4356819,1.9395837,3.3752656,4.202135,21.317404,25.519539
256,1.2047306,1.865482,3.0702126,4.202116,21.31706,25.519176
257,1.132924,1.8381401,2.971064,4.202278,21.316654,25.518932
258,0.8937379,1.4880763,2.3818142,4.2030106,21.316294,25.519304
259,0.98103166,1.4852045,2.466236,4.2035522,21.316042,25.519594
260,1.2401631,1.7421451,2.9823081,4.2035255,21.315859,25.519384
261,1.2098202,1.8807551,3.0905752,4.2035904,21.315498,25.519089
262,1.3828993,2.062741,3.4456403,4.2032795,21.315172,25.518452
263,1.2168131,2.0622177,3.2790308,4.2033634,21.314638,25.518002
264,1.1128626,1.8943379,3.0072005,4.203701,21.314138,25.51784
265,1.2773454,2.0370507,3.3143961,4.2036877,21.3137,25.517387
266,1.2694936,2.0084286,3.2779222,4.2037106,21.31328,25.51699
267,0.99074066,1.7416228,2.7323635,4.204376,21.312778,25.517155
268,0.8865719,1.534853,2.4214249,4.2052975,21.31235,25.517647
269,0.9583819,1.431427,2.389809,4.2060757,21.31211,25.518187
270,0.9100133,1.5131718,2.423185,4.2069836,21.31173,25.518713
271,0.81379175,1.3884144,2.2022061,4.208126,21.311352,25.519478
272,0.9001845,1.4655491,2.3657336,4.209097,21.311,25.520098
273,1.0261539,1.6147922,2.6409461,4.2098083,21.310654,25.520462
274,1.1749926,1.8016031,2.9765956,4.210207,21.310303,25.52051
275,1.2536854,1.9584178,3.2121031,4.210453,21.30989,25.520344
276,1.0564079,1.6702766,2.7266846,4.2111588,21.309523,25.520681
277,0.95935655,1.3843894,2.343746,4.212101,21.309319,25.52142
278,1.120002,1.7889919,2.908994,4.212702,21.308907,25.521608
279,0.89924645,1.6663308,2.5655773,4.213814,21.308344,25.522158
280,0.7248099,1.3925326,2.1173425,4.215334,21.307838,25.523172
281,0.64361393,1.2390331,1.882647,4.2170544,21.307386,25.52444
282,0.71409416,1.2524003,1.9664944,4.2186394,21.307003,25.525642
283,0.87930465,1.3718979,2.2512026,4.2198753,21.306702,25.526577
284,0.97438943,1.5021888,2.4765782,4.2209244,21.306381,25.527306
285,1.0910175,1.5828838,2.6739013,4.260586,21.306087,25.566673
286,1.3341674,1.7403888,3.074556,4.2956963,21.305866,25.601562
287,1.4289842,1.8591452,3.2881293,4.295704,21.305614,25.601318
288,1.5988412,1.8519287,3.45077,4.2953644,21.305563,25.600927
289,1.4372412,1.752966,3.1902072,4.2953835,21.305428,25.600811
290,1.5215493,1.8384236,3.359973,4.2952404,21.3053,25.60054
291,1.3180165,1.6771274,2.995144,4.295542,21.305105,25.600647
292,1.4080224,1.6293917,3.037414,4.3268604,21.305038,25.631899
293,1.6565281,1.7598556,3.4163837,4.354389,21.30508,25.65947
294,1.4957372,1.6810032,3.1767404,4.37932,21.304998,25.684319
295,1.4047351,1.4992595,2.9039946,4.4017982,21.30498,25.706778
296,1.612767,1.6051102,3.2178771,4.4214745,21.305058,25.726532
297,2.2997208,1.8764094,4.1761303,4.437603,21.305576,25.74318
298,2.4150383,1.9951303,4.4101686,4.4515877,21.306076,25.757664
299,2.3117785,2.0162296,4.328008,4.4640675,21.30643,25.770498
300,2.017644,1.7771857,3.7948296,4.4755974,21.306713,25.78231
301,1.3667747,1.2997867,2.6665614,4.4870586,21.306795,25.793854
302,1.3954175,1.2246728,2.6200902,4.4972057,21.306982,25.804188
303,1.4491676,1.2204794,2.669647,4.5061226,21.307222,25.813345
304,1.525472,1.2374684,2.7629404,4.513876,21.30752,25.821396
305,1.6314971,1.2864606,2.9179578,4.5205116,21.307873,25.828384
306,1.7110015,1.346013,3.0570145,4.5261726,21.308243,25.834415
307,1.8283225,1.3976747,3.2259972,4.5308685,21.308678,25.839546
308,1.588245,1.2793735,2.8676186,4.5353928,21.308985,25.844378
309,1.4199437,1.1407346,2.5606782,4.5396595,21.309261,25.84892
310,1.5171043,1.147667,2.6647713,4.5432014,21.309628,25.852829
311,2.0300286,1.3804522,3.4104807,4.5452347,21.31028,25.855515
312,2.335044,1.5387956,3.8738396,4.5462284,21.311079,25.857307
313,2.439729,1.6747344,4.1144633,4.5466213,21.311848,25.858469
314,1.7122892,1.3514875,3.0637767,4.548126,21.3122,25.860327
315,1.5936577,1.2374263,2.831084,4.549553,21.312551,25.862104
316,1.6066258,1.2140038,2.8206296,4.5506706,21.31294,25.863611
317,1.6823957,1.2665715,2.9489672,4.551388,21.31335,25.864738
318,1.3646716,1.0991625,2.463834,4.552515,21.31361,25.866125
319,1.2632495,1.0050641,2.2683136,4.5536423,21.313862,25.867504
320,1.4368645,1.0898339,2.5266984,4.5542355,21.314205,25.86844
321,1.2640843,0.9814968,2.2455812,4.590605,21.314474,25.905079
322,1.2172425,0.92246914,2.1397116,4.589733,21.314753,25.904486
323,1.13746,0.8684749,2.005935,4.58902,21.315006,25.904026
324,1.0692497,0.83126855,1.9005183,4.5884438,21.315228,25.903671
325,0.90662235,0.7426514,1.6492738,4.58819,21.315378,25.903568
326,0.81343156,0.66987306,1.4833046,4.5881195,21.31551,25.90363
327,0.7881422,0.61987007,1.4080123,4.5881004,21.315668,25.903769
328,0.97406876,0.6967069,1.6707757,4.5877075,21.315935,25.903643
329,1.4041127,0.9049717,2.3090844,4.586458,21.316422,25.90288
330,1.4362376,0.97580814,2.4120457,4.585142,21.31687,25.902012
331,1.3827848,0.97213626,2.354921,4.583935,21.317268,25.901203
332,1.3499699,0.96207935,2.3120492,4.5827904,21.317644,25.900434
333,1.237587,0.9269565,2.1645434,4.581873,21.317944,25.899817
334,1.1117792,0.8521771,1.9639564,4.5812035,21.318193,25.899397
335,0.90450144,0.7373117,1.6418132,4.58095,21.31835,25.8993
336,0.78822327,0.64340615,1.4316294,4.580925,21.318487,25.899412
337,0.83396184,0.64258254,1.4765444,4.5808105,21.31867,25.89948
338,0.9380977,0.7055013,1.643599,4.5804863,21.318895,25.899382
339,0.76281476,0.6269735,1.3897883,4.580513,21.319023,25.899536
340,0.77892905,0.6155582,1.3944873,4.5805054,21.31918,25.899685
341,0.85534215,0.6406369,1.4959791,4.5803432,21.31939,25.899733
342,0.87414867,0.67064434,1.544793,4.580147,21.319586,25.899733
343,0.8482928,0.6476846,1.4959774,4.58,21.31978,25.89978
344,1.0590878,0.74303335,1.802121,4.5794296,21.320091,25.89952
345,1.1044425,0.798851,1.9032935,4.5787716,21.32039,25.899162
346,0.72395474,0.6032676,1.3272223,4.5788727,21.320505,25.899378
347,0.974506,0.68744826,1.6619543,4.578472,21.320787,25.89926
348,0.95514077,0.7160855,1.6712263,4.5781116,21.32102,25.899132
349,1.0509698,0.7506915,1.8016614,4.5775547,21.321318,25.898872
350,1.6885264,1.0310895,2.719616,4.5757217,21.321974,25.897696
351,0.81702095,0.7127232,1.5297441,4.575638,21.322071,25.897709
352,0.8280275,0.6519911,1.4800186,4.575529,21.322243,25.897772
353,0.775616,0.648858,1.424474,4.5755253,21.322365,25.89789
354,0.7561861,0.6151395,1.3713256,4.5755596,21.322502,25.898062
355,0.75626224,0.61966175,1.375924,4.575594,21.322634,25.898228
356,0.60599756,0.5154394,1.121437,4.5759277,21.322721,25.89865
357,0.7226765,0.5610888,1.2837653,4.576027,21.32288,25.898907
358,0.59628797,0.5129521,1.10924,4.57638,21.32296,25.89934
359,0.5743997,0.47294915,1.0473489,4.5767784,21.323057,25.899836
360,0.6802482,0.52280027,1.2030485,4.5769596,21.323214,25.900173
361,0.6235667,0.51223725,1.1358039,4.577259,21.32332,25.90058
362,0.60628664,0.4855717,1.0918584,4.577591,21.323439,25.90103
363,0.68591243,0.52558535,1.2114978,4.5777626,21.323597,25.90136
364,0.68235046,0.5373457,1.2196962,4.577942,21.32374,25.901682
365,0.6938846,0.53594625,1.2298309,4.5780983,21.323895,25.901993
366,0.6473266,0.5191885,1.1665151,4.578348,21.32402,25.902369
367,0.6830751,0.52343535,1.2065104,4.5785255,21.324177,25.902702
368,0.7886168,0.57932997,1.3679467,4.578491,21.324385,25.902876
369,0.78820413,0.58535236,1.3735565,4.578459,21.324585,25.903044
370,0.91762114,0.6493285,1.5669496,4.578163,21.324854,25.903017
371,0.8529365,0.6347753,1.4877118,4.578001,21.32507,25.90307
372,0.95370454,0.6857119,1.6394165,4.577635,21.325336,25.902971
373,0.78229856,0.62869906,1.4109976,4.577614,21.325487,25.903101
374,0.89133084,0.64643,1.5377609,4.5773716,21.325731,25.903103
375,1.0308827,0.7229618,1.7538445,4.576849,21.32604,25.90289
376,0.9147099,0.6912409,1.6059508,4.576563,21.326262,25.902824
377,0.92929435,0.68407214,1.6133665,4.5762424,21.326508,25.90275
378,0.90773594,0.69324684,1.6009828,4.575968,21.326721,25.902689
379,1.1510773,0.79511446,1.9461918,4.575205,21.327078,25.902283
380,1.168078,0.83969957,2.0077775,4.5744076,21.327408,25.901815
381,1.08711,0.81536883,1.9024788,4.5737705,21.32768,25.901451
382,1.0441732,0.78465796,1.8288312,4.573221,21.327942,25.901163
383,0.99030906,0.769422,1.759731,4.5727787,21.328163,25.900942
384,0.8849319,0.7324443,1.6173762,4.572548,21.328316,25.900864
385,0.73428774,0.64980817,1.3840959,4.5726185,21.3284,25.901018
386,0.77035445,0.63768774,1.4080422,4.5726166,21.328533,25.90115
387,0.7908301,0.63557416,1.4264042,4.5725727,21.32869,25.901262
388,0.95948905,0.7065907,1.6660798,4.572191,21.328943,25.901134
389,0.8738384,0.69837546,1.5722139,4.5719814,21.32912,25.901102
390,0.7859167,0.6275711,1.4134878,4.571945,21.32928,25.901226
391,0.9556659,0.7154642,1.6711301,4.5715714,21.329523,25.901094
392,0.8376611,0.6769956,1.5146567,4.57143,21.329687,25.901117
393,0.84604335,0.65974724,1.5057906,4.571274,21.329876,25.90115
394,1.1282448,0.78935456,1.9175993,4.570551,21.33022,25.90077
395,1.179819,0.85784113,2.0376601,4.569723,21.330547,25.90027
396,1.1483693,0.85373217,2.0021014,4.56896,21.330847,25.899807
397,0.95247024,0.77662736,1.7290976,4.56859,21.331026,25.899616
